Entropy,Avg_time_gap,ID_Count
659,0.014871016691939843,32
664,0.01581325301209202,25
287,0.035191637630682296,24
265,0.03811320754719177,23
281,0.03594306049824135,25
275,0.03672727272729389,23
320,0.029062499999963614,25
314,0.035031847133850644,23
290,0.034827586206916616,24
296,0.03412162162164128,11
296,0.03412162162164128,12
281,0.03594306049824135,18
505,0.020000000000011522,32
409,0.024694376528131588,26
288,0.03506944444446465,22
240,0.042499999999927235,25
276,0.036594202898571807,22
289,0.03494809688583329,24
292,0.034589041095910336,22
294,0.034353741496618434,23
411,0.023844282238414494,27
376,0.027925531914971016,15
251,0.04023904382472438,6
246,0.04105691056912934,9
237,0.042616033755298814,10
270,0.03740740740742896,10
333,0.028228228228210743,19
310,0.035806451612921994,14
258,0.03914728682172798,18
289,0.03494809688583329,14
273,0.03699633699635831,12
230,0.043913043478286166,6
280,0.036071428571449356,14
329,0.02735562310039241,23
499,0.019238476953861154,23
450,0.026000000000025867,23
284,0.03556338028171063,22
302,0.033443708609290794,34
289,0.03494809688583329,22
368,0.027445652173928855,25
299,0.03377926421406628,27
312,0.03237179487181352,22
279,0.03620071684589899,24
275,0.03672727272729389,27
305,0.03311475409837973,22
330,0.026969696969767518,27
453,0.024944812362005204,19
276,0.03695652173906716,8
290,0.034827586206916616,7
299,0.03377926421406628,19
297,0.0340067340067536,22
271,0.03726937269374841,15
289,0.03494809688583329,18
315,0.032063492063510536,8
293,0.03447098976111201,6
257,0.039299610894964275,14
281,0.03594306049824135,12
267,0.03782771535582704,10
314,0.032165605095559935,19
344,0.029360465116295986,27
317,0.028075709779253253,27
298,0.03590604026839777,22
331,0.033232628398791535,22
285,0.03543859649124849,16
282,0.035815602836900065,5
260,0.03884615384617623,6
284,0.03098591549301923,21
560,0.018392857142836352,19
507,0.022485207100580232,19
273,0.03772893772900169,17
273,0.03699633699635831,33
266,0.03796992481205195,23
283,0.03568904593641632,23
290,0.034827586206916616,25
289,0.03494809688583329,22
275,0.03672727272729389,17
307,0.032899022801321884,16
832,0.012139423076930072,18
278,0.03633093525181949,14
290,0.0324137931034282,15
250,0.03920000000006984,17
287,0.035191637630682296,27
296,0.03141891891887958,25
299,0.0361204013377537,26
281,0.03807829181498804,20
305,0.03311475409837973,23
311,0.029260450160790416,29
280,0.03964285714287793,24
239,0.03807531380755573,24
248,0.040725806451636364,22
241,0.03817427385896946,26
250,0.04119999999995343,15
265,0.0350943396227074,18
275,0.039636363636342466,21
240,0.04416666666669091,15
288,0.03506944444446465,19
267,0.03782771535582704,18
256,0.03984374999993178,17
328,0.02774390243904213,23
320,0.03312500000001818,19
345,0.030724637681176288,20
264,0.0382575757575978,17
280,0.036071428571449356,16
308,0.032792207792226684,13
273,0.03699633699635832,13
324,0.0311728395061908,34
276,0.033695652173870855,28
324,0.03209876543217062,23
346,0.029190751445103524,18
252,0.043253968253945146,18
308,0.032792207792226684,24
325,0.031999999999982084,17
281,0.03594306049824135,20
268,0.034701492537269986,25
317,0.03501577287068082,24
268,0.034701492537378587,26
336,0.03154761904754975,24
257,0.041634241245181475,22
337,0.029970326409512815,21
244,0.04139344262297467,17
283,0.03286219081267971,23
334,0.03263473053899186,18
263,0.03840304182511718,28
280,0.036071428571449356,26
245,0.039999999999952476,23
