Number_of_Packects ,Avg_time_gap,Number_of_unique_IDs
297,0.016835016835016828,1
310,0.01645161290324457,1
364,0.014010989011004992,1
326,0.015644171779158948,1
336,0.015178571428588741,1
203,0.025123152709388263,1
135,0.03777777777782087,1
193,0.026424870466351384,1
147,0.03469387755105998,1
167,0.03053892215572346,1
157,0.03248407643315807,1
155,0.03290322580648914,1
157,0.03248407643315807,1
69,0.07391304347834522,1
207,0.024637681159448394,1
76,0.0223684210524018,1
24,0.35000000000097015,1
148,0.03445945945949877,1
176,0.02897727272730578,1
255,0.020000000000022812,1
210,0.024285714285741986,1
214,0.023831775700961764,1
223,0.02286995515697676,1
219,0.023287671232903276,1
207,0.024637681159448394,1
181,0.028176795580142636,1
140,0.03571428571428569,1
59,0.08644067796620032,1
113,0.04513274336288334,1
95,0.05368421052637704,1
108,0.04722222222227609,1
116,0.043965517241429455,1
146,0.034931506849354914,1
147,0.03469387755105999,1
159,0.03522012578620011,1
133,0.03834586466169787,1
132,0.038636363636407704,1
178,0.028651685393291108,1
136,0.03750000000004278,1
140,0.036428571428612985,1
132,0.038636363636407704,1
148,0.03445945945949876,1
124,0.04112903225811143,1
110,0.046363636363689245,1
155,0.03290322580648914,1
176,0.02897727272730578,1
144,0.03541666666670707,1
123,0.04146341463419364,1
125,0.040800000000046535,1
118,0.04322033898310015,1
115,0.0443478260870071,1
132,0.03636363636354814,1
192,0.027604166666757596,1
191,0.026701570680658735,1
146,0.03493150684935493,1
400,0.012750000000014543,1
300,0.017000000000019392,1
258,0.019767441860487664,1
299,0.017056856187310426,1
351,0.014529914529931104,1
292,0.017465753424677457,1
222,0.02297297297299918,1
117,0.04358974358979331,1
128,0.03984375000004545,1
118,0.043220338983100154,1
118,0.04322033898310015,1
116,0.043965517241429455,1
133,0.03834586466169787,1
115,0.0443478260870071,1
117,0.04358974358979331,1
107,0.04766355140192353,1
130,0.03923076923081398,1
145,0.035172413793143564,1
144,0.035416666666707064,1
119,0.04285714285719174,1
90,0.0566666666667313,1
132,0.038636363636407704,1
130,0.03923076923081398,1
118,0.04322033898310015,1
85,0.06000000000006846,1
110,0.0481818181819769,1
113,0.045132743362883344,1
123,0.04146341463419364,1
141,0.0361702127659987,1
136,0.03750000000004278,1
119,0.04285714285719175,1
115,0.04434782608700712,1
260,0.02000000000004476,1
138,0.0369565217391726,1
110,0.046363636363689245,1
115,0.041739130434681346,1
130,0.04076923076936507,1
134,0.038059701492580734,1
131,0.038931297709968074,1
122,0.041803278688572275,1
162,0.03148148148151739,1
144,0.035416666666707064,1
146,0.034931506849354914,1
145,0.035172413793143564,1
127,0.04015748031500643,1
132,0.038636363636407704,1
146,0.034931506849354914,1
135,0.03777777777782087,1
133,0.03834586466169787,1
157,0.03248407643315807,1
137,0.03722627737230524,1
135,0.03777777777782087,1
143,0.035664335664376344,1
135,0.03777777777782087,1
125,0.040800000000046535,1
130,0.03923076923081398,1
128,0.03984375000004545,1
139,0.03669064748205624,1
262,0.019465648854984034,1
309,0.016504854368950866,1
212,0.024056603773612344,1
239,0.021338912133915554,1
135,0.03777777777782087,1
173,0.029479768786160793,1
200,0.025500000000029086,1
147,0.03469387755105998,1
136,0.03750000000004278,1
132,0.038636363636407704,1
125,0.040800000000046535,1
141,0.0361702127659987,1
126,0.04047619047623664,1
141,0.0361702127659987,1
197,0.02588832487312598,1
391,0.013043478260884443,1
341,0.014956011730222337,1
315,0.016190476190494657,1
410,0.012439024390258091,1
386,0.013212435233175692,1
158,0.03227848101269505,1
150,0.034000000000038784,1
142,0.03591549295778745,1
133,0.03834586466169787,1
143,0.035664335664376344,1
136,0.03750000000004278,1
129,0.03953488372097533,1
141,0.0361702127659987,1
135,0.03777777777782087,1
132,0.038636363636407704,1
129,0.03953488372097533,1
128,0.03984375000004545,1
206,0.024757281553426297,1
258,0.019767441860487664,1
187,0.027272727272758382,1
141,0.0361702127659987,1
125,0.040800000000046535,1
129,0.03953488372097533,1
100,0.05100000000005817,1
111,0.04594594594599837,1
136,0.03750000000004278,1
95,0.05368421052637702,1
120,0.04250000000004848,1
119,0.04285714285719174,1
121,0.04214876033062659,1
128,0.03984375000004545,1
114,0.04473684210531419,1
108,0.04722222222227609,1
122,0.043442622950962774,1
101,0.05049504950500809,1
115,0.0443478260870071,1
126,0.04047619047623664,1
105,0.04857142857148397,1
111,0.04594594594599835,1
136,0.03750000000004278,1
123,0.04146341463419364,1
131,0.03893129770996807,1
140,0.03642857142861298,1
181,0.028176795580142636,1
145,0.035172413793143564,1
127,0.04015748031500643,1
155,0.03290322580648914,1
141,0.0361702127659987,1
132,0.038636363636407704,1
145,0.035172413793143564,1
140,0.03642857142861298,1
135,0.03777777777782087,1
134,0.03805970149258073,1
137,0.03722627737230524,1
124,0.04112903225811143,1
134,0.03805970149258073,1
134,0.03805970149258073,1
133,0.03834586466169787,1
131,0.03893129770996807,1
132,0.038636363636407704,1
152,0.03355263157898564,1
136,0.03750000000004278,1
133,0.03834586466169787,1
149,0.03422818791950213,1
134,0.03805970149258073,1
127,0.04015748031500643,1
125,0.040800000000046535,1
138,0.03695652173917259,1
136,0.03750000000004278,1
139,0.03669064748205624,1
133,0.03834586466169787,1
127,0.04015748031500643,1
135,0.03777777777782087,1
146,0.034931506849354914,1
130,0.03923076923081398,1
137,0.03722627737230524,1
145,0.035172413793143564,1
277,0.0184115523465914,1
398,0.01281407035177341,1
299,0.01705685618731043,1
380,0.016315789473714835,1
412,0.012378640776713148,1
373,0.013672922252026319,1
204,0.02500000000002852,1
126,0.04047619047623664,1
81,0.03950617283929057,1
207,0.014009661835861262,1
204,0.02500000000002852,1
122,0.041803278688572275,1
115,0.0443478260870071,1
135,0.037777777777820876,1
137,0.03722627737230524,1
118,0.04322033898310015,1
125,0.040800000000046535,1
116,0.043965517241429455,1
116,0.043965517241429455,1
126,0.04047619047623664,1
129,0.03953488372097533,1
134,0.03805970149258073,1
117,0.04358974358979331,1
122,0.041803278688572275,1
206,0.024757281553426297,1
353,0.014447592068005147,1
343,0.014868804664739992,1
320,0.01593750000001818,1
313,0.016293929712478648,1
353,0.014447592068005147,1
214,0.023831775700961767,1
156,0.032692307692344984,1
132,0.038636363636407704,1
132,0.038636363636407704,1
140,0.03642857142861298,1
171,0.029824561403542792,1
298,0.017114093959751064,1
286,0.01748251748251747,1
177,0.028813559322066768,1
134,0.03805970149258073,1
132,0.038636363636407704,1
147,0.03469387755105998,1
142,0.03591549295778745,1
138,0.03695652173917259,1
132,0.038636363636407704,1
135,0.03777777777782087,1
139,0.03669064748205624,1
135,0.03777777777782087,1
133,0.03834586466169787,1
139,0.03669064748205624,1
173,0.0294797687861608,1
132,0.038636363636407704,1
135,0.03777777777782087,1
135,0.03777777777782087,1
135,0.03777777777782087,1
129,0.03953488372097533,1
140,0.03642857142861298,1
149,0.03422818791950213,1
137,0.03722627737230524,1
131,0.03893129770996807,1
131,0.03893129770996807,1
137,0.03722627737230524,1
128,0.03984375000004545,1
140,0.03642857142861298,1
133,0.03834586466169787,1
131,0.03893129770996807,1
225,0.022666666666692526,1
421,0.01211401425179529,1
414,0.012318840579724197,1
354,0.014406779661033382,1
408,0.012500000000014258,1
346,0.014739884393080396,1
215,0.0237209302325852,1
130,0.03923076923081398,1
138,0.03695652173917259,1
136,0.03750000000004278,1
157,0.03248407643315807,1
129,0.03953488372097533,1
124,0.04112903225811143,1
112,0.04553571428576623,1
118,0.043220338983100154,1
150,0.034000000000038784,1
108,0.04722222222227609,1
109,0.04678899082574144,1
125,0.040800000000046535,1
143,0.035664335664376344,1
116,0.043965517241429455,1
141,0.03617021276599871,1
134,0.03805970149258073,1
141,0.03617021276599871,1
144,0.035416666666707064,1
158,0.03037974683536934,1
133,0.039849624060281655,1
123,0.04146341463419364,1
134,0.038059701492580734,1
164,0.031097560975645228,1
136,0.03750000000004278,1
126,0.040476190476236656,1
124,0.04112903225811143,1
164,0.031097560975645228,1
129,0.03953488372097534,1
181,0.028176795580142636,1
142,0.034507042253480114,1
126,0.04126984126993363,1
158,0.032278481012695044,1
115,0.04434782608700712,1
157,0.03248407643315807,1
147,0.03469387755105998,1
127,0.04015748031500643,1
115,0.04434782608700712,1
143,0.035664335664376344,1
142,0.03591549295778745,1
131,0.03893129770996807,1
127,0.04015748031500644,1
127,0.04251968503955338,1
121,0.04214876033062659,1
128,0.03984375000004545,1
156,0.032692307692344984,1
127,0.04015748031500644,1
128,0.03984375000004545,1
129,0.03953488372097533,1
138,0.03695652173917259,1
210,0.024285714285741986,1
308,0.016558441558460445,1
368,0.013858695652189721,1
316,0.016139240506347522,1
303,0.01683168316833603,1
327,0.015596330275247148,1
208,0.024519230769258736,1
124,0.04112903225811143,1
123,0.04146341463419364,1
160,0.03187500000003636,1
111,0.04594594594599836,1
120,0.042500000000048485,1
119,0.04285714285719175,1
139,0.03669064748205624,1
175,0.029142857142890388,1
145,0.03517241379314357,1
124,0.04112903225811143,1
128,0.03984375000004545,1
117,0.043589743589793326,1
122,0.041803278688572275,1
130,0.03923076923081398,1
106,0.04245283018867923,1
123,0.04552845528460015,1
111,0.04504504504504503,1
129,0.03953488372097533,1
116,0.043965517241429476,1
123,0.04146341463419364,1
178,0.028651685393291115,1
162,0.03148148148151739,1
125,0.040800000000046535,1
116,0.043965517241429455,1
135,0.03777777777782087,1
121,0.042148760330626596,1
120,0.04250000000004848,1
141,0.0361702127659987,1
142,0.03591549295778745,1
126,0.04047619047623664,1
122,0.04098360655737702,1
123,0.04146341463419364,1
131,0.038931297709968074,1
122,0.04180327868857228,1
122,0.041803278688572275,1
123,0.04390243902457951,1
145,0.035172413793143564,1
120,0.04250000000004848,1
137,0.03722627737230524,1
126,0.04047619047623665,1
118,0.04322033898310016,1
118,0.043220338983100154,1
139,0.03669064748205624,1
131,0.03893129770996807,1
114,0.044736842105314194,1
174,0.029310344827619638,1
118,0.043220338983100154,1
117,0.04358974358979332,1
132,0.03863636363640771,1
129,0.03953488372097533,1
113,0.04513274336288334,1
133,0.03834586466169787,1
136,0.03750000000004278,1
128,0.03984375000004545,1
114,0.04473684210531419,1
111,0.04594594594599836,1
136,0.03823529411773263,1
106,0.04811320754722469,1
149,0.034228187919502134,1
123,0.04065040650406501,1
121,0.04214876033062659,1
117,0.04358974358979332,1
138,0.03695652173917259,1
133,0.03834586466169787,1
112,0.04553571428576623,1
140,0.03642857142861298,1
120,0.04250000000004848,1
164,0.0317073170732417,1
167,0.03053892215572346,1
142,0.03591549295778745,1
127,0.04015748031500643,1
119,0.04201680672268905,1
127,0.04015748031500643,1
243,0.020987654321011594,1
173,0.029479768786160793,1
141,0.0361702127659987,1
